"Albion Street North","Albion Street South","Briggate","Briggate at McDonalds","Commercial Street at Barratts","Commercial Street at Lush","Dortmund Square","Headrow"
808,1172,898,981,1105,1926,1253,725
1554,2332,1790,1546,1889,2798,1885,1094
1719,2861,2727,1713,2227,3450,2439,1370
1679,2347,2920,1448,2321,3721,2420,1216
1351,2163,2511,1520,2082,3533,2115,1226
1016,1391,1482,1186,1278,2354,1642,847
482,493,878,555,385,869,782,359
126,159,304,301,122,269,309,224
92,105,196,189,89,154,200,145
80,110,155,181,129,137,154,110
41,90,180,143,86,79,124,99
64,91,139,107,64,57,155,72
25,37,162,69,93,34,115,22
12,29,150,32,64,25,56,36
2,23,38,25,38,20,33,14
2,12,126,29,12,0,37,3
1,5,41,18,14,13,32,10
13,1,27,4,3,0,17,5
10,77,64,31,50,38,24,23
82,105,132,84,99,100,93,41
300,349,271,201,301,302,308,137
894,905,479,492,946,877,672,369
708,888,539,627,1268,1204,951,434
997,1502,801,898,1498,1850,1607,754
1519,2319,1198,1496,2072,2856,2299,1206
3630,6444,3150,2062,4108,5828,3344,1940
3898,6857,3821,2171,4731,6679,3447,2372
2276,3660,3165,1968,3354,4351,2389,1893
2483,2381,3464,1452,2806,4607,2478,1710
1892,1516,2618,1520,2286,3636,2238,1675
868,1221,1450,1205,2365,3455,1809,1081
136,457,706,535,1129,1406,843,371
182,201,283,394,254,257,385,378
157,207,225,250,160,166,267,172
97,140,240,217,172,124,584,154
67,124,274,167,50,22,546,94
29,49,223,109,88,30,99,60
6,13,133,36,115,53,42,12
12,14,79,10,118,52,45,79
2,31,56,18,42,32,42,7
7,12,47,21,0,0,72,7
1,3,67,28,23,11,20,3
15,59,42,24,61,45,20,21
73,141,209,94,171,128,112,48
260,324,234,233,333,319,310,152
960,910,555,496,790,849,730,326
792,787,560,584,1079,1201,1076,478
963,1387,997,1052,1493,2059,1803,766
1595,2585,1349,1555,2282,3126,2701,1401
3294,5640,3041,2177,4081,6109,3651,2188
4457,8246,5098,2099,4798,6948,3592,2254
2720,3780,3759,1613,3282,5464,2760,1794
2285,2673,3340,1696,2764,4550,2413,1738
1818,2572,2126,1747,2298,3398,2286,1470
1586,2316,1792,1451,1645,2208,1838,969
553,769,910,584,801,1001,976,435
221,288,377,489,236,294,493,283
170,199,313,305,176,163,342,191
112,273,257,291,203,68,668,179
85,188,344,199,158,62,630,134
64,131,185,121,122,38,162,69
13,39,126,47,20,12,88,39
12,40,74,31,25,9,70,7
9,29,59,28,6,0,70,29
3,11,36,24,6,0,68,20
0,3,23,10,3,0,29,2
10,72,57,38,83,50,24,25
75,148,162,82,147,162,124,59
265,295,263,227,352,364,335,180
849,770,389,491,1245,1095,726,434
711,888,417,538,1092,1115,926,497
1103,1499,748,1062,1753,1831,1269,752
1573,2232,1340,1496,2052,2719,2112,1230
3688,6548,2961,2081,3771,5870,3458,1882
4094,7757,5206,2023,4325,6975,3727,2225
2538,3406,4330,1480,3155,5087,2866,1916
2215,2211,3390,1330,2864,4107,2827,1626
1749,1522,2391,1578,2368,3547,2457,1517
1151,1498,1440,1269,2548,3361,2129,1048
161,493,696,660,963,1325,1087,461
257,216,429,504,330,330,590,468
197,312,344,418,184,150,517,312
142,210,365,308,161,68,586,167
105,167,347,244,91,42,421,148
53,159,193,132,107,38,151,95
16,62,141,80,99,36,53,38
6,23,72,51,16,1,51,9
4,22,98,49,20,17,45,19
33,22,21,12,18,15,61,10
5,15,38,10,15,10,12,2
17,61,76,25,77,53,18,26
59,126,124,90,175,182,77,53
282,268,138,198,353,307,268,187
863,811,330,406,971,984,566,327
792,893,531,548,1165,1185,855,480
1020,1521,1012,933,1451,1905,1327,781
1628,2566,1173,1342,2038,2849,1907,1214
2474,4476,1998,1831,3356,4408,2913,1958
2829,4891,2862,1831,4138,5056,3220,1947
2471,3596,3776,1539,3228,4671,2763,1724
2198,2437,3617,1464,2489,4244,2428,1725
1812,1825,2647,1682,2204,2992,2524,1540
1341,1843,1594,1368,2018,2738,2068,1048
695,858,1131,957,750,1029,1021,541
299,337,567,537,299,387,634,429
168,184,308,358,163,152,460,218
141,245,376,264,182,65,593,201
139,210,461,287,119,39,494,166
116,248,514,203,239,78,159,138
41,162,618,175,183,79,96,169
43,134,631,197,137,39,109,137
78,190,593,162,100,3,117,65
36,135,543,153,69,38,119,35
29,98,313,61,26,14,43,21
11,86,115,54,118,98,36,18
58,169,158,89,161,172,93,53
269,285,343,215,350,320,236,168
815,823,529,498,926,933,509,366
714,923,641,686,1382,1242,807,516
1116,1569,839,1236,1635,1920,1511,843
1814,3255,1457,1686,2262,3090,2329,1345
2657,4676,2562,2206,4208,5611,3315,1994
2534,5509,2774,2227,3597,5035,3369,1987
2120,3173,3609,1390,2518,4970,2885,1893
2079,3021,3656,1862,2463,4395,2460,1717
2111,2844,2526,1628,2145,3418,2380,1577
919,1335,1428,1122,1523,3026,1800,1104
354,652,917,716,988,1373,952,535
292,322,490,384,262,379,534,424
197,223,426,414,259,220,552,275
116,203,483,341,262,87,653,297
170,265,461,361,223,91,496,236
88,202,458,304,210,58,214,265
44,154,380,138,115,31,110,93
27,95,267,169,89,3,92,111
23,77,237,129,53,6,71,88
19,66,162,107,16,0,74,32
4,36,108,49,12,9,31,41
15,63,82,26,34,28,8,15
28,56,82,70,56,79,76,39
79,104,84,126,92,211,78,110
302,221,134,312,587,550,274,290
529,899,215,762,1205,1345,795,577
1033,2579,613,1267,2117,2205,1793,1126
2555,4797,2092,1874,2848,4233,2893,1616
3425,6131,4536,1854,3592,5174,3891,1922
4212,7358,8517,1599,4097,6185,4255,2299
3151,4975,8004,1392,4165,7395,4349,2408
3296,4260,7689,1869,3876,7356,3989,2162
2424,3333,4997,1853,2978,4907,3488,1652
1305,2067,2132,1420,1809,3414,2179,1020
406,585,1156,742,627,954,1130,436
234,256,629,426,227,350,567,312
212,269,458,441,202,196,384,302
212,391,733,336,166,120,742,314
198,304,809,346,217,119,618,358
118,295,929,346,164,80,282,328
101,274,629,222,91,92,229,206
62,200,510,217,204,68,165,172
51,180,453,249,68,5,140,100
46,166,543,226,63,12,136,73
17,78,293,98,24,0,43,65
5,22,113,36,17,20,19,15
8,6,45,32,15,13,17,19
31,30,84,48,23,41,26,25
36,27,52,85,84,76,80,69
129,108,69,237,96,161,196,133
380,360,442,629,518,707,570,351
980,1277,1003,1029,916,1755,1225,809
1338,1963,1774,1508,1571,2527,1843,1053
1529,2314,1908,1663,1859,2891,2385,1317
1633,2387,2796,1458,2168,3138,2366,1221
1454,2016,2134,1440,1754,2692,2070,1123
1012,1427,1463,1217,1055,1635,1607,752
430,530,691,424,310,374,766,372
142,151,258,318,120,170,301,191
100,97,204,202,70,97,196,112
54,93,159,147,74,54,151,80
51,74,125,80,36,26,121,95
45,81,117,100,62,52,152,80
30,51,194,86,18,10,113,38
8,32,122,33,25,40,58,9
3,16,44,35,9,12,34,10
0,2,41,14,1,0,38,7
0,8,59,24,8,6,33,5
0,2,8,3,6,0,17,3
6,23,41,24,52,87,23,20
60,123,123,67,95,101,96,46
304,313,264,205,292,297,320,147
826,862,478,509,731,965,698,367
785,862,511,537,691,1052,988,430
1002,1307,783,925,1152,1909,1670,828
1509,2366,1321,1463,1714,2911,2388,1218
2730,4486,2541,2118,3342,5858,3476,2137
3794,6828,3584,2113,3660,5996,3587,2325
2626,3951,2996,1797,2713,4025,2486,1795
2365,3620,2568,1351,2407,3545,2575,1514
1570,1853,1883,1016,1825,2462,2325,1205
1645,1439,1445,940,1238,1739,1881,794
605,737,639,528,408,492,876,344
160,233,247,317,174,193,400,223
118,210,249,242,129,128,277,122
79,142,238,202,70,57,607,140
68,111,267,159,113,37,568,87
24,134,114,95,125,65,103,59
0,12,137,27,11,27,46,24
3,31,47,21,52,12,48,13
2,24,55,9,59,22,45,1
2,23,34,19,2,31,77,24
3,12,20,32,24,39,21,1
23,128,62,20,101,87,21,15
59,90,166,84,170,114,120,48
268,285,248,207,252,547,331,246
839,766,424,488,1058,1091,781,456
815,927,262,615,951,1206,1152,526
1081,1795,648,1153,1529,1965,1930,1011
2114,3900,1715,1693,1964,3244,2892,1384
4715,7763,4238,1949,3618,6201,3909,2154
5552,9253,7488,1813,3918,7706,3847,2577
2430,3166,5252,1626,3141,5149,2957,1980
2140,3435,2783,1915,2425,3787,2584,1675
1654,2966,2023,1572,1921,3018,2448,1449
1692,2306,1603,1518,1358,2006,1967,1021
684,850,968,771,468,648,1044,442
275,311,477,475,202,268,528,271
138,231,280,300,129,125,366,207
80,204,222,226,163,88,717,160
71,222,275,266,125,76,674,125
43,179,224,110,111,58,174,112
31,136,130,37,74,40,84,33
5,42,66,28,28,43,67,14
6,33,31,11,30,6,67,12
9,33,28,9,29,12,64,7
6,26,9,16,58,24,27,15
73,91,77,23,116,91,24,27
73,138,68,109,125,110,119,69
323,298,300,230,279,324,321,190
1073,1070,645,433,847,973,696,365
869,946,569,513,714,999,889,496
974,1277,821,948,1092,1692,1218,774
1527,2228,1304,1524,1579,2511,2028,1234
2740,4539,2532,2055,2989,5148,3320,2108
3473,6138,3341,2216,3477,5757,3577,2120
2441,3691,3116,1980,2663,4265,2751,1800
2000,3036,2674,1913,2269,3437,2712,1711
2240,3279,2188,1798,1980,3231,2357,1532
1934,2658,1807,1548,1404,2307,2042,1226
696,1032,962,672,559,706,1044,531
260,341,392,427,182,262,567,278
194,253,312,338,157,150,497,193
127,180,313,232,127,77,562,170
98,131,248,208,58,36,402,151
61,145,161,108,89,45,144,83
9,45,104,38,91,40,60,30
9,42,73,29,45,24,57,20
1,11,36,20,19,12,49,12
8,27,53,16,6,0,68,7
4,10,55,12,30,9,13,2
15,75,93,20,103,239,20,22
56,124,124,94,164,140,87,55
234,167,294,232,257,429,299,222
834,680,310,443,1229,1050,635,457
639,921,104,525,1029,1075,960,505
1123,1552,763,1178,1387,2080,1489,865
1841,2727,1504,1679,1887,3332,2140,1257
4200,7118,3660,2066,3573,6725,3268,2145
4684,8656,5989,2015,3958,7047,3612,2153
2687,4509,4113,2074,2955,4880,3100,1872
2156,3374,3108,1914,2772,4056,2723,1787
1861,2485,2874,1781,2286,3526,2830,1535
1806,2562,2000,1663,1828,2698,2320,1167
786,1022,1327,1037,841,1117,1144,641
398,370,849,576,263,430,712,398
169,258,369,354,194,171,515,241
113,204,354,285,142,77,665,198
99,171,400,266,100,49,555,165
115,174,315,164,153,86,178,116
19,87,268,94,81,75,110,70
9,49,234,77,47,21,124,55
8,55,141,76,10,1,134,29
21,61,165,85,24,13,135,27
1,19,92,26,26,25,49,30
22,120,124,40,109,89,41,22
47,128,120,47,86,148,106,59
271,281,241,189,250,301,269,222
787,721,343,421,975,889,582,371
992,1067,580,538,832,1148,924,512
861,1378,1337,894,1360,2057,1730,864
1659,2480,1325,1538,2170,3145,2667,1316
4306,6959,3606,2167,3044,6018,3797,2079
4284,7188,5004,2113,3555,6129,3858,2184
2474,3900,4337,1643,3061,5099,3306,2081
2072,3180,4028,1729,2637,4524,2819,1888
2048,2804,3094,1972,2303,3698,2726,1799
1907,2861,2055,1299,1602,3050,2062,1180
279,723,764,576,993,1225,1090,488
245,332,499,337,265,379,611,270
173,276,366,346,182,230,632,253
194,345,469,358,184,94,748,292
159,307,584,310,209,80,569,216
74,228,542,257,263,64,245,239
30,143,397,196,97,54,128,121
111,101,276,117,61,19,108,106
21,114,234,100,93,2,83,71
7,73,174,114,32,1,86,36
7,28,95,74,59,12,36,31
14,78,64,27,71,32,9,22
35,88,74,70,61,69,89,31
64,101,139,111,115,257,91,120
291,302,129,304,631,627,321,226
490,984,153,769,1506,1386,933,521
1232,2681,761,1472,2107,2203,2106,1115
2809,5470,2570,1912,3188,4016,3397,1784
4361,8011,4987,1743,4010,5258,4571,2270
5673,7976,9524,1523,4698,6418,4998,2569
3511,6599,7731,1943,4752,7483,5108,2780
2948,6676,5312,2253,4162,7364,4686,2406
2516,4381,4312,2009,3137,5151,4096,2004
934,1691,2332,1458,1834,3634,2558,1210
459,648,1017,711,694,927,1326,473
236,238,627,431,171,352,665,398
152,217,320,312,128,272,451,239
215,404,465,327,274,138,871,320
198,336,701,325,170,116,725,297
170,403,658,288,197,70,331,241
106,254,479,189,107,65,243,164
35,143,386,161,73,4,175,107
43,171,276,162,84,32,149,109
38,144,339,116,114,30,145,46
6,61,120,63,14,0,45,47
2,24,55,42,10,1,20,8
7,7,82,38,12,16,18,15
21,30,42,56,30,35,27,39
40,31,66,96,71,80,85,59
102,118,33,273,203,205,209,140
380,500,305,791,662,822,605,492
1158,1629,1098,1156,1034,1933,1301,863
1456,2506,2133,1670,1758,2894,1959,1296
1717,2729,2443,1802,2438,3619,2534,1668
1830,3029,2872,1820,2336,3569,2515,1476
1607,2472,2536,1714,1978,2846,2199,1309
1241,1670,1840,1247,1210,1895,1707,939
496,642,882,641,360,426,813,386
167,177,356,212,87,138,321,164
128,190,190,186,107,120,209,173
85,115,247,188,84,67,161,182
110,176,370,190,112,81,129,210
115,190,366,252,127,84,162,196
89,274,575,270,129,80,119,283
27,144,426,162,119,98,56,127
23,128,418,162,86,12,33,128
48,190,245,152,35,11,37,80
38,157,303,151,90,13,32,111
20,105,333,138,124,41,16,53
13,90,118,69,90,38,22,16
28,46,61,43,40,37,93,30
54,78,121,85,91,92,313,59
75,108,131,150,79,115,683,80
207,296,197,371,303,360,968,211
584,852,468,751,614,1017,1636,478
1152,1777,1183,1254,1446,2327,2338,915
2407,4318,2954,1632,2232,3354,3403,1372
2554,3644,4579,1615,2565,3841,3511,1793
2084,2908,4369,1580,2761,4451,2433,1753
1736,2928,3103,1644,2411,3617,2521,1374
1203,1905,2046,1293,1360,2158,2277,1045
636,780,1106,762,562,900,1841,493
254,256,504,393,149,257,858,217
142,112,259,263,87,128,392,151
52,111,215,184,81,73,271,87
50,105,244,263,93,52,594,113
47,108,263,172,42,28,556,62
32,40,196,97,30,10,101,62
3,45,121,43,115,30,43,23
1,28,120,23,90,35,45,5
0,30,109,34,15,13,42,11
0,4,32,21,29,7,70,4
4,15,30,37,3,15,19,8
7,84,84,27,106,82,19,17
78,143,127,69,170,147,110,76
269,201,248,212,258,460,306,250
808,784,357,428,844,926,722,421
675,966,110,656,974,1126,1065,559
1151,2125,465,1145,1539,2198,1785,931
2407,4205,1398,1703,2207,3851,2673,1540
5280,8713,3671,2054,4018,7387,3615,2406
6158,8551,6223,1887,4410,8227,3556,2729
3068,4303,4559,1990,3504,5788,2733,2230
2521,4072,2619,1964,2633,3904,2390,1866
1994,2853,2278,1665,2216,3103,2264,1604
1106,1672,1269,1238,1454,2460,1819,1006
554,755,750,590,562,666,966,448
231,270,332,412,186,264,488,271
136,225,243,293,135,95,338,133
70,168,255,240,79,57,663,117
54,129,181,161,112,49,623,97
23,135,172,96,123,52,160,67
46,163,67,39,101,49,76,52
8,43,48,15,19,32,60,14
13,37,48,25,5,0,60,9
0,1,27,19,2,0,58,20
4,19,24,9,35,18,24,2
11,119,54,29,165,133,21,16
71,104,61,87,87,121,108,76
320,350,299,271,257,340,291,162
907,949,562,506,902,980,634,340
824,974,595,624,840,1194,809,537
1042,1577,718,1022,1292,2043,1108,962
1756,2826,1431,1769,1989,3286,1844,1327
3085,5422,2790,2297,3341,6028,3020,2409
4111,7805,4015,2384,3865,7064,3254,2559
2582,4495,3482,1929,2925,4937,2502,2136
2540,3933,2998,1970,2843,4129,2467,1780
2276,3097,2111,1652,2287,3140,2144,1649
2034,2917,1626,1066,1532,2030,1858,1039
828,978,817,484,495,580,950,502
343,270,320,306,203,219,515,256
111,229,355,207,160,116,452,150
96,182,237,161,102,76,511,112
83,153,141,135,35,36,367,97
29,96,152,84,87,50,132,60
2,18,158,25,18,23,43,18
2,28,41,32,6,0,41,11
8,30,19,21,28,1,36,3
3,31,21,12,21,11,50,12
0,4,34,4,1,0,9,4
5,81,75,25,120,45,14,14
79,217,172,85,145,137,64,78
279,296,329,222,263,305,220,156
986,1009,502,425,658,1053,466,380
820,1003,522,585,743,1077,705,440
1078,1475,666,949,1079,1823,1094,873
1432,2317,1117,1511,1643,2728,1572,1265
2439,4042,2229,2064,2689,4652,2403,1988
2815,5919,2893,2109,3348,5816,2656,2394
2066,3571,2568,1811,2594,4157,2280,1796
1567,2595,2331,1459,2361,3506,2002,1349
1438,2373,1832,1381,2034,2917,2081,1486
1197,2230,1342,1141,1427,2397,1706,943
703,957,814,594,747,953,841,449
239,281,402,429,230,326,523,239
121,223,201,291,140,116,378,167
64,161,176,219,82,72,489,120
100,187,253,180,103,79,408,145
32,130,307,127,135,63,131,94
15,52,258,91,52,43,83,53
18,80,210,91,93,21,94,33
22,95,205,78,47,37,102,47
9,52,309,91,40,9,103,39
12,47,167,47,55,21,37,12
9,76,129,50,108,156,31,26
75,105,133,80,121,149,80,102
324,354,266,229,353,372,205,150
858,886,420,478,649,920,442,350
839,954,476,725,934,1186,702,552
1209,1647,813,1237,1351,2213,1315,920
1848,2759,1416,1703,1908,3343,2028,1421
2889,4590,2499,2275,3336,5862,2887,2006
3228,5695,3293,2465,3626,6357,2935,2449
2442,4048,2988,2215,2946,4581,2514,1906
2062,3203,2873,2019,2664,4006,2144,1749
2025,3074,2325,1905,2241,3313,2074,1679
1084,1795,1810,1386,1521,2278,1569,1076
498,682,786,408,982,742,830,442
249,288,509,464,202,294,465,277
195,293,495,399,230,131,481,223
121,264,573,340,219,101,569,179
121,245,672,334,151,96,432,275
90,216,683,279,188,81,186,210
66,124,447,137,122,58,93,101
33,66,344,142,52,12,78,86
31,72,274,101,28,1,60,59
70,78,259,114,32,16,63,47
3,46,130,34,59,31,26,20
12,93,80,38,58,35,6,19
39,46,132,61,47,58,64,60
81,92,118,117,103,148,66,105
301,274,203,340,458,542,235,228
685,918,579,802,961,1530,684,569
1442,2258,1158,1435,2077,3095,1544,1079
2234,3744,1920,1968,2827,4553,2491,1598
2828,4959,3119,2315,3676,5714,3352,2124
3468,6637,4474,2448,4289,6732,3665,2431
3530,7250,5135,2383,5145,7096,3745,2628
3510,6877,5364,2195,4619,6629,3436,2515
2560,4349,4627,1988,3251,4944,3003,1816
1205,2052,2448,1536,1909,2647,1876,1085
558,714,1080,737,825,715,973,431
218,263,578,467,215,269,488,302
169,301,524,391,237,138,331,267
139,298,565,334,211,111,639,273
188,306,663,293,199,95,532,292
108,298,743,287,217,80,243,256
76,264,617,219,139,59,220,135
43,174,379,165,121,39,159,134
34,117,347,181,93,26,135,112
34,125,350,141,94,1,130,60
26,53,256,79,16,0,41,22
2,15,126,47,16,10,17,18
15,10,64,44,20,18,15,39
26,39,66,48,27,50,24,28
50,46,62,109,78,77,76,46
144,149,207,248,136,178,188,144
356,369,409,634,570,780,548,366
975,1473,1034,1184,1018,2018,1177,785
1559,2338,1672,1551,1740,2990,1773,1276
1724,2879,2357,1698,2176,2843,2294,1485
1893,2741,2844,1681,2277,3585,2276,1537
1848,2598,2290,1648,1940,3035,1991,1342
1169,1654,1575,1232,1181,1849,1546,788
496,593,810,592,351,385,737,320
151,219,269,207,109,136,290,160
100,106,144,184,88,96,189,136
70,91,134,164,95,33,145,112
54,106,164,149,78,42,116,75
56,101,150,111,84,9,146,95
14,33,134,69,80,13,108,24
8,15,109,30,69,34,59,24
7,24,39,28,44,1,34,16
1,7,40,31,16,6,38,10
6,13,31,14,37,26,33,4
3,14,24,12,44,6,16,2
5,78,23,27,64,61,23,22
60,70,107,96,78,81,97,76
273,289,250,237,228,283,325,195
837,899,409,525,585,993,711,391
672,851,148,504,754,1098,1008,541
1228,1549,423,1103,1088,1867,1702,882
2249,3226,1182,1516,1744,2821,2435,1294
5071,7165,3311,1998,3228,5943,3545,2100
5144,6977,5385,1915,3654,7416,3657,2219
2245,2828,3533,1576,2943,4427,2535,1728
1724,2393,2938,1664,2542,3062,2626,1540
1625,2329,2167,1735,1824,2686,2372,1454
1542,2143,1509,1504,1388,1867,1918,944
630,783,858,744,562,580,894,430
247,234,396,411,171,238,408,246
163,196,314,296,123,83,282,176
81,162,248,233,111,53,619,120
64,137,232,159,68,47,579,95
31,59,167,96,81,21,106,57
38,47,91,55,61,12,34,23
33,9,84,31,65,39,36,13
1,34,51,29,29,25,34,2
0,1,25,20,7,0,57,6
4,29,38,16,12,12,15,2
10,72,26,27,68,61,15,16
73,106,125,89,130,148,88,78
338,376,279,261,215,338,245,206
987,916,611,600,686,890,580,370
947,1037,601,687,766,1125,856,575
1257,1778,784,992,1163,684,1435,816
1521,2372,980,1549,1646,2368,2150,1159
3583,5851,2464,2093,2989,5025,2908,2048
5045,7130,4751,1790,3349,5707,2861,2083
2209,2972,2784,1861,2533,3334,2199,1571
1879,2539,1979,1769,1996,2797,1922,1425
1914,2501,1809,1719,1642,2460,1821,1348
1653,2210,1455,1362,1137,1900,1463,902
669,744,835,668,467,537,777,384
224,282,240,347,160,216,393,213
130,275,281,321,111,77,272,174
72,163,214,150,113,42,533,144
62,154,284,176,100,40,502,132
46,136,187,86,90,30,129,32
8,47,90,41,67,12,85,37
6,34,74,51,24,0,67,16
2,11,61,23,13,0,67,5
4,31,75,24,12,122,65,2
5,23,31,10,32,6,27,3
32,64,53,35,123,80,23,23
79,90,106,86,121,122,121,83
283,284,238,218,302,402,327,297
850,937,449,520,1018,978,712,403
680,887,142,557,900,1150,909,488
989,1547,238,1061,1407,1894,1246,910
1881,2590,1140,1582,1912,2508,2074,1171
4635,6695,3468,1917,3438,5177,3398,1908
4785,6290,5378,1831,3971,6315,3661,2037
1873,2486,4149,1481,2976,3976,2815,1570
1586,2262,2656,1581,2714,2687,2776,1493
1471,2138,2331,1623,2258,2428,2413,1347
1328,1802,1326,1361,1867,1916,2090,974
668,792,867,725,687,615,1069,471
278,302,387,515,243,310,580,312
162,285,350,351,171,85,508,176
92,124,308,247,133,38,576,151
75,136,302,201,63,58,411,140
51,96,168,115,96,21,147,76
18,54,111,60,72,63,63,26
4,27,56,21,23,1,59,19
5,28,27,15,22,0,51,12
0,6,30,14,15,0,71,2
1,16,26,10,15,13,13,3
9,60,77,30,104,116,20,18
70,120,107,108,167,158,91,77
299,277,241,172,303,300,316,270
830,892,373,516,992,907,670,422
660,842,114,549,1020,1190,1014,535
923,1455,194,1036,1360,1839,1574,974
2031,3464,1049,1386,1934,2642,2262,1175
5047,7077,3706,1669,3342,4878,3457,1941
5044,5594,6648,1423,3976,6366,3820,2146
1799,1844,4899,961,3049,4307,3279,1645
1717,2527,3747,1455,2648,2567,2880,1625
1338,1908,2666,1564,2266,2660,2994,1600
793,1067,1544,1212,1832,2180,2454,1195
766,1057,881,458,812,1130,1211,570
284,339,665,601,276,344,753,370
142,280,409,435,172,126,545,207
122,215,354,268,141,65,704,181
114,211,317,232,112,54,586,120
36,94,247,140,183,40,189,88
16,80,190,85,131,88,118,71
15,57,254,90,114,1,134,48
10,48,326,119,64,0,144,37
17,70,290,121,54,7,146,55
6,21,132,37,43,15,53,17
14,61,90,57,137,126,44,37
52,90,195,84,151,145,114,65
277,337,291,225,393,370,291,209
843,857,449,499,1056,850,630,429
602,969,216,575,1303,1157,1000,603
905,1603,362,1143,1799,1980,1872,961
1962,3379,1262,1657,2626,2736,2887,1259
4837,6832,3984,1762,4386,4921,4111,2036
4210,5168,6598,1480,4465,5762,4178,2020
1642,1786,4801,941,3531,4356,3578,1662
